scalar,2,3,-1,1,-1,-0.5,-1,-1,1,1,1,-2,,,,,,,,,,,,,rand scalar,1,scalar,200,,Base Ticket Price,60,
3/13/2014,0,0,1,26,15,0.06,3,Fog-Snow,26,5,-16,50,,0,0,-1, 0.32 , 0.40 , 0.19 , 0.42 ,-2.00 ,-1.09 , 3.38 ,, 0.63 ,0.6786322105, 1.31 ," 2,262 ",,0,60," 135,720 "
3/14/2014,0,0,1,26,15,0.04,2,Fog-Snow,21,4,-14,100,,0,0,-1, 0.32 , 0.40 , 0.22 , 0.79 ,-2.00 ,-1.14 ,-1.30 ,,-3.71 ,0.9229794177,-2.78 ," 1,443 ",,0,60," 86,580 "
3/15/2014,0,0,1,26,15,0.44,8,Fog-Snow,23,16,6,100,,0,0,-1, 0.32 , 0.40 ,-0.25 ,-1.46 ,-2.00 ,-0.54 ,-1.30 ,,-5.83 ,0.1377223539,-5.69 , 862 ,,0,60," 51,720 "
3/16/2014,0,0,1,16,18,0.06,2,Fog-Snow,6,-6,-20,100,,0,0,-1,-0.21 , 0.28 , 0.19 , 0.79 ,-2.00 ,-1.64 ,-1.30 ,,-4.88 ,0.0049606273,-4.88 ," 1,025 ",,0,60," 61,500 "
3/17/2014,0,0,1,16,18,0,3,0,0,-10,-18,100,,0,0,-1,-0.21 , 0.28 , 0.26 , 0.42 , -   ,-1.84 ,-1.30 ,,-3.39 ,0.0852836645,-3.30 ," 1,340 ",,0,60," 80,400 "
3/18/2014,0,0,1,16,18,0,1,0,14,6,-2,100,,0,0,-1,-0.21 , 0.28 , 0.26 , 1.17 , -   ,-1.04 ,-1.30 ,,-1.84 ,0.1393994868,-1.70 ," 1,660 ",,0,60," 99,600 "
3/19/2014,0,0,1,16,18,0.6,5,Fog-Snow,23,16,10,100,,0,0,-1,-0.21 , 0.28 ,-0.44 ,-0.33 ,-2.00 ,-0.54 ,-1.30 ,,-5.54 ,0.8959620609,-4.64 ," 1,071 ",,0,60," 64,260 "
3/20/2014,0,0,1,16,18,0.54,0,Fog-Snow,24,17,8,50,,0,0,-1,-0.21 , 0.28 ,-0.37 , 1.54 ,-2.00 ,-0.49 , 3.38 ,, 1.14 ,0.2566826495, 1.40 ," 2,280 ",,0,60," 136,800 "
3/21/2014,0,0,1,16,18,0.14,0,Fog-Snow,8,6,5,100,,0,0,-1,-0.21 , 0.28 , 0.10 , 1.54 ,-2.00 ,-1.04 ,-1.30 ,,-3.63 ,0.3147569059,-3.31 ," 1,338 ",,0,60," 80,280 "
3/22/2014,0,0,1,16,18,0.5,6,Fog-Snow,17,11,5,100,,0,0,-1,-0.21 , 0.28 ,-0.32 ,-0.71 ,-2.00 ,-0.79 ,-1.30 ,,-6.05 ,0.6325182274,-5.42 , 917 ,,0,60," 55,020 "
3/23/2014,0,0,1,13,21,0.19,3,Fog-Snow,8,-3,-14,100,,0,0,-1,-0.36 , 0.15 , 0.04 , 0.42 ,-2.00 ,-1.49 ,-1.30 ,,-5.55 ,0.8479636519,-4.70 ," 1,060 ",,0,60," 63,600 "
3/24/2014,2,0,1,13,21,0,3,Fog-Snow,-7,-12,-17,100,,-2,0,-1,-0.36 , 0.15 , 0.26 , 0.42 ,-2.00 ,-1.94 ,-1.30 ,,-7.77 ,0.6795868133,-7.09 , 581 ,,0.1,54," 31,374 "
3/25/2014,2,0,1,13,21,0,4,0,1,-3,-7,100,,-2,0,-1,-0.36 , 0.15 , 0.26 , 0.04 , -   ,-1.49 ,-1.30 ,,-5.70 ,0.3034524841,-5.40 , 921 ,,0.1,54," 49,734 "
3/26/2014,2,0,1,13,21,0.2,8,Fog-Snow,3,-2,-9,100,,-2,0,-1,-0.36 , 0.15 , 0.03 ,-1.46 ,-2.00 ,-1.44 ,-1.30 ,,-9.39 ,0.4344388444,-8.95 , 210 ,,0.1,54," 11,340 "
3/27/2014,2,0,1,13,21,0.05,5,Fog-Snow,15,0,-14,50,,-2,0,-1,-0.36 , 0.15 , 0.20 ,-0.33 ,-2.00 ,-1.34 , 3.38 ,,-3.30 ,0.4295260566,-2.87 ," 1,426 ",,0.1,54," 77,004 "
3/28/2014,0,0,1,13,21,0.38,0,Fog-Rain-Snow,30,22,15,100,,0,0,-1,-0.36 , 0.15 ,-0.18 , 1.54 ,-3.00 ,-0.24 ,-1.30 ,,-4.40 ,0.4929096836,-3.90 ," 1,220 ",,0,60," 73,200 "
3/29/2014,0,0,1,13,21,0.06,5,Fog-Snow,33,27,21,100,,0,0,-1,-0.36 , 0.15 , 0.19 ,-0.33 ,-2.00 , 0.01 ,-1.30 ,,-4.65 ,0.2292755793,-4.42 ," 1,116 ",,0,60," 66,960 "
3/30/2014,0,0,1,13,25,0.55,8,Fog-Rain-Snow,37,27,17,100,,0,0,-1,-0.36 ,-0.03 ,-0.38 ,-1.46 ,-3.00 , 0.01 ,-1.30 ,,-7.52 ,0.4412800046,-7.08 , 584 ,,0,60," 35,040 "
3/31/2014,2,0,1,13,25,0,7,Fog,37,24,12,100,,-2,0,-1,-0.36 ,-0.03 , 0.26 ,-1.08 ,-1.00 ,-0.14 ,-1.30 ,,-6.65 ,0.9388733306,-5.71 , 857 ,,0.1,54," 46,278 "
4/1/2014,2,0,1,13,25,0,4,Fog,28,22,17,100,,-2,0,-1,-0.36 ,-0.03 , 0.26 , 0.04 ,-1.00 ,-0.24 ,-1.30 ,,-5.63 ,0.4267679374,-5.20 , 960 ,,0.1,54," 51,840 "
4/2/2014,2,0,1,13,25,0,4,Fog,32,28,19,100,,-2,0,-1,-0.36 ,-0.03 , 0.26 , 0.04 ,-1.00 , 0.06 ,-1.30 ,,-5.33 ,0.4251486871,-4.90 ," 1,020 ",,0.1,54," 55,080 "
4/3/2014,2,0,1,13,25,0,4,Fog-Snow,24,14,10,50,,-2,0,-1,-0.36 ,-0.03 , 0.26 , 0.04 ,-2.00 ,-0.64 , 3.38 ,,-2.34 ,0.0887112559,-2.25 ," 1,550 ",,0.1,54," 83,700 "
4/4/2014,0,0,1,13,25,0,4,Fog-Rain-Snow,30,22,15,100,,0,0,-1,-0.36 ,-0.03 , 0.26 , 0.04 ,-3.00 ,-0.24 ,-1.30 ,,-5.63 ,0.3280887862,-5.30 , 940 ,,0,60," 56,400 "
4/5/2014,0,0,1,13,25,0.18,0,Fog-Rain-Snow,28,18,8,100,,0,0,-1,-0.36 ,-0.03 , 0.05 , 1.54 ,-3.00 ,-0.44 ,-1.30 ,,-4.53 ,0.2110715786,-4.32 ," 1,136 ",,0,60," 68,160 "
4/6/2014,0,0,1,9,16,0,1,Fog-Snow,21,14,6,100,,0,0,-1,-0.57 , 0.36 , 0.26 , 1.17 ,-2.00 ,-0.64 ,-1.30 ,,-3.72 ,0.4758885987,-3.25 ," 1,351 ",,0,60," 81,060 "
4/7/2014,2,0,1,9,16,0,6,Fog-Snow,30,24,19,100,,-2,0,-1,-0.57 , 0.36 , 0.26 ,-0.71 ,-2.00 ,-0.14 ,-1.30 ,,-7.10 ,0.122099441,-6.98 , 604 ,,0.1,54," 32,616 "
4/8/2014,2,0,1,9,16,0.11,6,Fog-Snow,37,28,17,100,,-2,0,-1,-0.57 , 0.36 , 0.13 ,-0.71 ,-2.00 , 0.06 ,-1.30 ,,-7.03 ,0.5698157477,-6.46 , 708 ,,0.1,54," 38,232 "
4/9/2014,2,0,1,9,16,0.03,1,Fog-Snow,19,12,5,100,,-2,0,-1,-0.57 , 0.36 , 0.23 , 1.17 ,-2.00 ,-0.74 ,-1.30 ,,-5.86 ,0.4418306008,-5.42 , 917 ,,0.1,54," 49,518 "
4/10/2014,2,0,1,9,16,0.14,3,0,32,19,6,50,,-2,0,-1,-0.57 , 0.36 , 0.10 , 0.42 , -   ,-0.39 , 3.38 ,, 0.30 ,0.0288136161, 0.33 ," 2,065 ",,0.1,54," 111,510 "
4/11/2014,0,0,1,9,16,0,7,Fog-Rain-Snow,32,28,23,100,,0,0,-1,-0.57 , 0.36 , 0.26 ,-1.08 ,-3.00 , 0.06 ,-1.30 ,,-6.28 ,0.2709516566,-6.01 , 799 ,,0,60," 47,940 "
4/12/2014,0,0,1,9,16,0,5,Snow,32,26,21,100,,0,0,-1,-0.57 , 0.36 , 0.26 ,-0.33 , -   ,-0.04 ,-1.30 ,,-2.63 ,0.9694399189,-1.66 ," 1,669 ",,0,60," 100,140 "
4/13/2014,0,0,1,7,21,0.15,8,Fog-Rain-Snow,42,31,23,100,,0,0,-1,-0.68 , 0.15 , 0.09 ,-1.46 ,-3.00 , 0.21 ,-1.30 ,,-7.00 ,0.4241282558,-6.57 , 685 ,,0,60," 41,100 "
4/14/2014,2,0,1,7,21,0,6,Fog,50,44,39,100,,-2,0,-1,-0.68 , 0.15 , 0.26 ,-0.71 ,-1.00 , 0.85 ,-1.30 ,,-5.42 ,0.9461417175,-4.48 ," 1,104 ",,0.1,54," 59,616 "
4/15/2014,2,0,1,7,21,2.18,0,Fog-Rain-Snow,44,30,17,100,,-2,0,-1,-0.68 , 0.15 ,-2.27 , 1.54 ,-3.00 , 0.16 ,-1.30 ,,-8.41 ,0.585654337,-7.82 , 436 ,,0.1,54," 23,544 "
4/16/2014,2,0,1,7,21,0,1,Fog-Snow,12,5,-2,100,,-2,0,-1,-0.68 , 0.15 , 0.26 , 1.17 ,-2.00 ,-1.09 ,-1.30 ,,-6.49 ,0.3011009882,-6.19 , 762 ,,0.1,54," 41,148 "
4/17/2014,2,0,1,7,21,0,4,0,28,20,12,50,,-2,0,-1,-0.68 , 0.15 , 0.26 , 0.04 , -   ,-0.34 , 3.38 ,,-0.18 ,0.0214276498,-0.16 ," 1,967 ",,0.1,54," 106,218 "
4/18/2014,0,0,1,7,21,0,5,0,33,27,21,100,,0,0,-1,-0.68 , 0.15 , 0.26 ,-0.33 , -   , 0.01 ,-1.30 ,,-2.90 ,0.9204603811,-1.98 ," 1,605 ",,0,60," 96,300 "
4/19/2014,0,0,1,7,21,0.09,5,Fog-Snow,23,18,14,100,,0,0,-1,-0.68 , 0.15 , 0.16 ,-0.33 ,-2.00 ,-0.44 ,-1.30 ,,-5.45 ,0.9591150261,-4.49 ," 1,102 ",,0,60," 66,120 "
4/20/2014,0,0,1,6,18,0,3,0,35,24,12,100,,0,0,-1,-0.73 , 0.28 , 0.26 , 0.42 , -   ,-0.14 ,-1.30 ,,-2.22 ,0.0587948717,-2.16 ," 1,568 ",,0,60," 94,080 "
4/21/2014,2,0,1,6,18,0,6,0,44,38,32,100,,-2,0,-1,-0.73 , 0.28 , 0.26 ,-0.71 , -   , 0.55 ,-1.30 ,,-4.65 ,0.2524558436,-4.40 ," 1,121 ",,0.1,54," 60,534 "
4/22/2014,2,0,1,6,18,0.01,8,Fog-Rain,41,38,35,100,,-2,0,-1,-0.73 , 0.28 , 0.25 ,-1.46 ,-3.00 , 0.55 ,-1.30 ,,-8.41 ,0.7087809928,-7.70 , 460 ,,0.1,54," 24,840 "
4/23/2014,2,0,1,6,18,0.92,0,Fog-Rain-Snow,33,26,17,100,,-2,0,-1,-0.73 , 0.28 ,-0.81 , 1.54 ,-3.00 ,-0.04 ,-1.30 ,,-7.06 ,0.8127546536,-6.25 , 750 ,,0.1,54," 40,500 "
4/24/2014,2,0,1,6,18,0.29,0,Fog-Snow,19,16,12,50,,-2,0,-1,-0.73 , 0.28 ,-0.07 , 1.54 ,-2.00 ,-0.54 , 3.38 ,,-1.14 ,0.3873074097,-0.76 ," 1,849 ",,0.1,54," 99,846 "
4/25/2014,0,2,1,6,18,0,5,Fog,33,24,15,100,,0,-3,-1,-0.73 , 0.28 , 0.26 ,-0.33 ,-1.00 ,-0.14 ,-1.30 ,,-6.97 ,0.9976293768,-5.97 , 806 ,,0,60," 48,360 "
4/26/2014,0,2,1,6,18,0.26,8,Fog-Snow,28,24,21,100,,0,-3,-1,-0.73 , 0.28 ,-0.04 ,-1.46 ,-2.00 ,-0.14 ,-1.30 ,,-9.40 ,0.110929074,-9.29 , 142 ,,0,60," 8,520 "
4/27/2014,0,2,1,4,14,0.19,8,Fog-Snow,24,22,19,100,,0,-3,-1,-0.84 , 0.45 , 0.04 ,-1.46 ,-2.00 ,-0.24 ,-1.30 ,,-9.35 ,0.7754927957,-8.58 , 285 ,,0,60," 17,100 "
4/28/2014,2,0,1,4,14,0.02,7,Fog-Snow,28,24,19,100,,-2,0,-1,-0.84 , 0.45 , 0.24 ,-1.08 ,-2.00 ,-0.14 ,-1.30 ,,-7.68 ,0.5071523027,-7.17 , 566 ,,0.1,54," 30,564 "
4/29/2014,2,0,1,4,14,0,6,Fog-Snow,28,24,21,100,,-2,0,-1,-0.84 , 0.45 , 0.26 ,-0.71 ,-2.00 ,-0.14 ,-1.30 ,,-7.28 ,0.8139427027,-6.47 , 707 ,,0.1,54," 38,178 "
4/30/2014,2,0,1,4,14,0.02,8,Fog-Rain-Snow,32,26,19,100,,-2,0,-1,-0.84 , 0.45 , 0.24 ,-1.46 ,-3.00 ,-0.04 ,-1.30 ,,-8.95 ,0.0191912996,-8.93 , 213 ,,0.1,54," 11,502 "
5/1/2014,2,0,1,4,14,0.73,0,Fog-Rain,41,36,30,50,,-2,0,-1,-0.84 , 0.45 ,-0.59 , 1.54 ,-3.00 , 0.46 , 3.38 ,,-1.59 ,0.8044079572,-0.79 ," 1,842 ",,0.1,54," 99,468 "
5/2/2014,0,2,1,4,14,0.27,0,Fog-Snow,28,26,24,100,,0,-3,-1,-0.84 , 0.45 ,-0.05 , 1.54 ,-2.00 ,-0.04 ,-1.30 ,,-6.24 ,0.2655785831,-5.98 , 805 ,,0,60," 48,300 "
5/3/2014,0,2,1,4,14,0.27,7,Fog-Snow,33,28,23,100,,0,-3,-1,-0.84 , 0.45 ,-0.05 ,-1.08 ,-2.00 , 0.06 ,-1.30 ,,-8.77 ,0.4950543388,-8.27 , 345 ,,0,60," 20,700 "
5/4/2014,0,2,1,5,13,1.05,0,Fog-Rain-Snow,30,26,23,100,,0,-3,-1,-0.78 , 0.49 ,-0.96 , 1.54 ,-3.00 ,-0.04 ,-1.30 ,,-8.05 ,0.1766678963,-7.88 , 425 ,,0,60," 25,500 "
5/5/2014,2,0,1,5,13,0,0,Fog-Rain-Snow,28,26,24,100,,-2,0,-1,-0.78 , 0.49 , 0.26 , 1.54 ,-3.00 ,-0.04 ,-1.30 ,,-5.83 ,0.4656112527,-5.37 , 927 ,,0.1,54," 50,058 "
5/6/2014,2,0,1,5,13,0.04,0,Fog-Snow,24,22,21,100,,-2,0,-1,-0.78 , 0.49 , 0.22 , 1.54 ,-2.00 ,-0.24 ,-1.30 ,,-5.08 ,0.9846560855,-4.09 ," 1,182 ",,0.1,54," 63,828 "
5/7/2014,2,0,1,5,13,0,2,Fog,30,26,21,100,,-2,0,-1,-0.78 , 0.49 , 0.26 , 0.79 ,-1.00 ,-0.04 ,-1.30 ,,-4.58 ,0.5490002702,-4.03 ," 1,193 ",,0.1,54," 64,422 "
5/8/2014,2,0,1,5,13,0,4,0,37,32,26,50,,-2,0,-1,-0.78 , 0.49 , 0.26 , 0.04 , -   , 0.26 , 3.38 ,, 0.65 ,0.2539741113, 0.91 ," 2,181 ",,0.1,54," 117,774 "
5/9/2014,0,2,1,5,13,0.05,8,Fog-Rain,41,36,30,100,,0,-3,-1,-0.78 , 0.49 , 0.20 ,-1.46 ,-3.00 , 0.46 ,-1.30 ,,-9.39 ,0.1203232941,-9.27 , 145 ,,0,60," 8,700 "
5/10/2014,0,2,1,5,13,0.6,6,Fog-Rain,48,44,39,100,,0,-3,-1,-0.78 , 0.49 ,-0.44 ,-0.71 ,-3.00 , 0.85 ,-1.30 ,,-8.89 ,0.6606571933,-8.22 , 355 ,,0,60," 21,300 "
5/11/2014,0,2,1,4,16,0,4,Fog,41,36,30,100,,0,-3,-1,-0.84 , 0.36 , 0.26 , 0.04 ,-1.00 , 0.46 ,-1.30 ,,-6.02 ,0.4495693352,-5.57 , 887 ,,0,60," 53,220 "
5/12/2014,2,0,1,4,16,0.02,4,0,46,40,33,100,,-2,0,-1,-0.84 , 0.36 , 0.24 , 0.04 , -   , 0.65 ,-1.30 ,,-3.84 ,0.297320578,-3.54 ," 1,292 ",,0.1,54," 69,768 "
5/13/2014,2,0,1,4,16,0.01,7,Fog-Rain,48,42,37,100,,-2,0,-1,-0.84 , 0.36 , 0.25 ,-1.08 ,-3.00 , 0.75 ,-1.30 ,,-7.85 ,0.0288846849,-7.83 , 435 ,,0.1,54," 23,490 "
5/14/2014,2,0,1,4,16,0.02,4,Fog,55,48,42,100,,-2,0,-1,-0.84 , 0.36 , 0.24 , 0.04 ,-1.00 , 1.05 ,-1.30 ,,-4.44 ,0.757478901,-3.68 ," 1,263 ",,0.1,54," 68,202 "
5/15/2014,2,0,1,4,16,0.07,6,Fog-Rain,51,50,48,50,,-2,0,-1,-0.84 , 0.36 , 0.18 ,-0.71 ,-3.00 , 1.15 , 3.38 ,,-2.47 ,0.5861389448,-1.88 ," 1,624 ",,0.1,54," 87,696 "
5/16/2014,0,2,1,4,16,1.19,4,Fog-Rain,48,44,41,100,,0,-3,-1,-0.84 , 0.36 ,-1.12 , 0.04 ,-3.00 , 0.85 ,-1.30 ,,-9.00 ,0.7336746829,-8.27 , 346 ,,0,60," 20,760 "
5/17/2014,0,2,1,4,16,1.34,5,Fog-Rain,46,39,32,100,,0,-3,-1,-0.84 , 0.36 ,-1.30 ,-0.33 ,-3.00 , 0.60 ,-1.30 ,,-9.80 ,0.7714878658,-9.03 , 194 ,,0,60," 11,640 "
5/18/2014,0,2,1,6,28,0,5,Fog,35,30,26,100,,0,-3,-1,-0.73 ,-0.15 , 0.26 ,-0.33 ,-1.00 , 0.16 ,-1.30 ,,-7.10 ,0.9142566668,-6.19 , 763 ,,0,60," 45,780 "
5/19/2014,2,0,1,6,28,0.2,3,Fog-Snow,30,27,24,100,,-2,0,-1,-0.73 ,-0.15 , 0.03 , 0.42 ,-2.00 , 0.01 ,-1.30 ,,-6.73 ,0.6324892819,-6.10 , 780 ,,0.1,54," 42,120 "
5/20/2014,2,0,1,6,28,0,5,Fog,37,32,28,100,,-2,0,-1,-0.73 ,-0.15 , 0.26 ,-0.33 ,-1.00 , 0.26 ,-1.30 ,,-6.00 ,0.413200567,-5.59 , 883 ,,0.1,54," 47,682 "
5/21/2014,2,0,1,6,28,0,6,Fog,46,40,33,100,,-2,0,-1,-0.73 ,-0.15 , 0.26 ,-0.71 ,-1.00 , 0.65 ,-1.30 ,,-5.98 ,0.6745401097,-5.30 , 939 ,,0.1,54," 50,706 "
5/22/2014,2,0,1,6,28,0.03,4,Fog-Rain,44,40,35,50,,-2,0,-1,-0.73 ,-0.15 , 0.23 , 0.04 ,-3.00 , 0.65 , 3.38 ,,-2.58 ,0.7736611087,-1.80 ," 1,640 ",,0.1,54," 88,560 "
5/23/2014,0,2,1,6,28,0.35,0,Fog-Rain,37,36,35,100,,0,-3,-1,-0.73 ,-0.15 ,-0.14 , 1.54 ,-3.00 , 0.46 ,-1.30 ,,-7.33 ,0.3603534179,-6.97 , 606 ,,0,60," 36,360 "
5/24/2014,0,2,1,6,28,0.23,7,Fog-Rain,42,38,33,100,,0,-3,-1,-0.73 ,-0.15 ,-0.01 ,-1.08 ,-3.00 , 0.55 ,-1.30 ,,-9.72 ,0.9789420834,-8.74 , 252 ,,0,60," 15,120 "
5/25/2014,0,2,1,7,46,0.03,6,Fog-Rain,46,40,33,100,,0,-3,-1,-0.68 ,-0.93 , 0.23 ,-0.71 ,-3.00 , 0.65 ,-1.30 ,,-9.73 ,0.9207559887,-8.81 , 238 ,,0,60," 14,280 "
5/26/2014,2,0,1,7,46,0.51,7,Fog-Rain,44,40,37,100,,-2,0,-1,-0.68 ,-0.93 ,-0.33 ,-1.08 ,-3.00 , 0.65 ,-1.30 ,,-9.67 ,0.3984752907,-9.27 , 147 ,,0.1,54," 7,938 "
5/27/2014,2,0,1,7,46,0.9,8,Fog-Rain-Thunderstorm,46,42,37,100,,-2,0,-1,-0.68 ,-0.93 ,-0.78 ,-1.46 ,-3.00 , 0.75 ,-1.30 ,,-10.40 ,0.8650839147,-9.53 , 94 ,,0.1,54," 5,076 "
5/28/2014,2,0,1,7,46,0.02,1,Fog-Rain,42,35,28,100,,-2,0,-1,-0.68 ,-0.93 , 0.24 , 1.17 ,-3.00 , 0.41 ,-1.30 ,,-7.09 ,0.3931010007,-6.70 , 660 ,,0.1,54," 35,640 "
5/29/2014,2,0,1,7,46,0,3,0,44,36,28,50,,-2,0,-1,-0.68 ,-0.93 , 0.26 , 0.42 , -   , 0.46 , 3.38 ,,-0.08 ,0.1399615887, 0.06 ," 2,011 ",,0.1,54," 108,594 "
5/30/2014,0,2,1,7,46,0.3,6,Fog-Rain-Thunderstorm,41,36,32,100,,0,-3,-1,-0.68 ,-0.93 ,-0.09 ,-0.71 ,-3.00 , 0.46 ,-1.30 ,,-10.25 ,0.0576908141,-10.19 ,-37 ,,0,60,"-2,220 "
5/31/2014,0,2,1,7,46,0.09,2,Fog-Rain,39,36,32,100,,0,-3,-1,-0.68 ,-0.93 , 0.16 , 0.79 ,-3.00 , 0.46 ,-1.30 ,,-8.50 ,0.8416946819,-7.66 , 469 ,,0,60," 28,140 "
6/1/2014,0,2,1,6,29,0,4,0,51,43,35,80,,0,-3,-1,-0.73 ,-0.20 , 0.26 , 0.04 , -   , 0.80 , 0.57 ,,-3.25 ,0.3256965508,-2.92 ," 1,416 ",,0,60," 84,960 "
6/2/2014,2,0,1,6,29,0,5,0,60,51,42,80,,-2,0,-1,-0.73 ,-0.20 , 0.26 ,-0.33 , -   , 1.20 , 0.57 ,,-2.22 ,0.8323697909,-1.39 ," 1,722 ",,0.1,54," 92,988 "
6/3/2014,2,0,1,6,29,0.01,4,Fog-Rain,57,50,44,80,,-2,0,-1,-0.73 ,-0.20 , 0.25 , 0.04 ,-3.00 , 1.15 , 0.57 ,,-4.91 ,0.184161043,-4.72 ," 1,055 ",,0.1,54," 56,970 "
6/4/2014,2,0,1,6,29,0.01,6,Fog-Rain,48,44,41,80,,-2,0,-1,-0.73 ,-0.20 , 0.25 ,-0.71 ,-3.00 , 0.85 , 0.57 ,,-5.96 ,0.0975780885,-5.86 , 828 ,,0.1,54," 44,712 "
6/5/2014,2,0,1,6,29,0.08,7,Fog-Rain,42,40,39,50,,-2,0,-1,-0.73 ,-0.20 , 0.17 ,-1.08 ,-3.00 , 0.65 , 3.38 ,,-3.80 ,0.0107254693,-3.79 ," 1,241 ",,0.1,54," 67,014 "
6/6/2014,0,2,1,6,29,0.13,8,Fog-Rain,41,39,37,80,,0,-3,-1,-0.73 ,-0.20 , 0.11 ,-1.46 ,-3.00 , 0.60 , 0.57 ,,-8.10 ,0.9145981651,-7.18 , 563 ,,0,60," 33,780 "
6/7/2014,0,2,1,6,29,0,4,Fog,50,46,41,80,,0,-3,-1,-0.73 ,-0.20 , 0.26 , 0.04 ,-1.00 , 0.95 , 0.57 ,,-4.10 ,0.0578859728,-4.04 ," 1,192 ",,0,60," 71,520 "
6/8/2014,0,2,1,5,29,0,4,0,57,50,44,80,,0,-3,-1,-0.78 ,-0.20 , 0.26 , 0.04 , -   , 1.15 , 0.57 ,,-2.95 ,0.5443996454,-2.40 ," 1,519 ",,0,60," 91,140 "
6/9/2014,2,0,1,5,29,0.01,7,Rain,57,52,48,80,,-2,0,-1,-0.78 ,-0.20 , 0.25 ,-1.08 , -   , 1.25 , 0.57 ,,-2.99 ,0.9349283255,-2.05 ," 1,589 ",,0.1,54," 85,806 "
6/10/2014,2,0,1,5,29,0.05,7,Fog-Rain,51,48,42,80,,-2,0,-1,-0.78 ,-0.20 , 0.20 ,-1.08 ,-3.00 , 1.05 , 0.57 ,,-6.23 ,0.5403258491,-5.69 , 861 ,,0.1,54," 46,494 "
6/11/2014,2,0,1,5,29,0.14,5,Rain,50,44,37,80,,-2,0,-1,-0.78 ,-0.20 , 0.10 ,-0.33 , -   , 0.85 , 0.57 ,,-2.79 ,0.4833521384,-2.30 ," 1,539 ",,0.1,54," 83,106 "
6/12/2014,2,0,1,5,29,0.92,8,Fog-Rain,44,38,33,50,,-2,0,-1,-0.78 ,-0.20 ,-0.81 ,-1.46 ,-3.00 , 0.55 , 3.38 ,,-5.31 ,0.0896738847,-5.22 , 956 ,,0.1,54," 51,624 "
6/13/2014,0,2,1,5,29,0.59,0,Fog-Rain,51,46,41,80,,0,-3,-1,-0.78 ,-0.20 ,-0.42 , 1.54 ,-3.00 , 0.95 , 0.57 ,,-5.33 ,0.8309481947,-4.50 ," 1,100 ",,0,60," 66,000 "
6/14/2014,0,2,1,5,29,0.14,0,Fog-Rain,51,44,37,80,,0,-3,-1,-0.78 ,-0.20 , 0.10 , 1.54 ,-3.00 , 0.85 , 0.57 ,,-4.91 ,0.6818667445,-4.23 ," 1,155 ",,0,60," 69,300 "
6/15/2014,0,2,1,8,69,0.17,3,Fog-Rain,41,39,37,80,,0,-3,-1,-0.63 ,-1.91 , 0.06 , 0.42 ,-3.00 , 0.60 , 0.57 ,,-7.88 ,0.0560348397,-7.82 , 436 ,,0,60," 26,160 "
6/16/2014,2,0,1,8,69,0.01,5,Rain,53,46,39,80,,-2,0,-1,-0.63 ,-1.91 , 0.25 ,-0.33 , -   , 0.95 , 0.57 ,,-4.09 ,0.4631342134,-3.63 ," 1,274 ",,0.1,54," 68,796 "
6/17/2014,2,0,1,8,69,0.2,6,Fog,60,54,48,80,,-2,0,-1,-0.63 ,-1.91 , 0.03 ,-0.71 ,-1.00 , 1.35 , 0.57 ,,-5.29 ,0.4427420052,-4.85 ," 1,030 ",,0.1,54," 55,620 "
6/18/2014,2,0,1,8,69,1.53,8,Fog-Rain,53,48,44,80,,-2,0,-1,-0.63 ,-1.91 ,-1.52 ,-1.46 ,-3.00 , 1.05 , 0.57 ,,-9.89 ,0.3673365528,-9.52 , 96 ,,0.1,54," 5,184 "
6/19/2014,2,0,1,8,69,0,4,Fog,44,40,35,50,,-2,0,-1,-0.63 ,-1.91 , 0.26 , 0.04 ,-1.00 , 0.65 , 3.38 ,,-2.19 ,0.4292982107,-1.77 ," 1,647 ",,0.1,54," 88,938 "
6/20/2014,0,2,1,8,69,0,5,Fog,35,32,30,80,,0,-3,-1,-0.63 ,-1.91 , 0.26 ,-0.33 ,-1.00 , 0.26 , 0.57 ,,-6.78 ,0.2340779682,-6.55 , 691 ,,0,60," 41,460 "
6/21/2014,0,2,1,8,69,0,5,Fog,41,36,32,80,,0,-3,-1,-0.63 ,-1.91 , 0.26 ,-0.33 ,-1.00 , 0.46 , 0.57 ,,-6.58 ,0.6467103644,-5.93 , 813 ,,0,60," 48,780 "
6/22/2014,0,2,0,7,75,0,4,Fog,48,40,33,80,,0,-3,0,-0.68 ,-2.17 , 0.26 , 0.04 ,-1.00 , 0.65 , 0.57 ,,-5.32 ,0.0360889509,-5.28 , 944 ,,0,60," 56,640 "
6/23/2014,2,0,0,7,75,0,4,Fog,51,46,41,80,,-2,0,0,-0.68 ,-2.17 , 0.26 , 0.04 ,-1.00 , 0.95 , 0.57 ,,-4.02 ,0.5774583013,-3.44 ," 1,312 ",,0.1,54," 70,848 "
6/24/2014,2,0,0,7,75,0.01,5,Fog-Rain,51,48,46,80,,-2,0,0,-0.68 ,-2.17 , 0.25 ,-0.33 ,-3.00 , 1.05 , 0.57 ,,-6.30 ,0.9276274361,-5.38 , 925 ,,0.1,54," 49,950 "
6/25/2014,2,0,0,7,75,3.09,0,Fog-Rain,53,48,42,80,,-2,0,0,-0.68 ,-2.17 ,-3.33 , 1.54 ,-3.00 , 1.05 , 0.57 ,,-8.01 ,0.8416023878,-7.17 , 566 ,,0.1,54," 30,564 "
